business_unit,period,revenue_actual,revenue_budget,revenue_forecast,revenue_prior_year,operating_expense_actual,operating_expense_budget,operating_expense_forecast,operating_expense_prior_year,credit_provision_actual,credit_provision_budget,credit_provision_forecast,credit_provision_prior_year,adjusted_profit_actual,adjusted_profit_budget,adjusted_profit_forecast,adjusted_profit_prior_year,cost_to_income_ratio_actual,cost_to_income_ratio_budget,cost_to_income_ratio_forecast,cost_to_income_ratio_prior_year,profit_margin_actual,profit_margin_budget,profit_margin_forecast,profit_margin_prior_year,loan_to_deposit_ratio_actual,loan_to_deposit_ratio_budget,loan_to_deposit_ratio_forecast,loan_to_deposit_ratio_prior_year,npl_ratio_actual,npl_ratio_budget,npl_ratio_forecast,npl_ratio_prior_year,advisory_mix_actual,advisory_mix_budget,advisory_mix_forecast,advisory_mix_prior_year,underwriting_mix_actual,underwriting_mix_budget,underwriting_mix_forecast,underwriting_mix_prior_year,trading_mix_actual,trading_mix_budget,trading_mix_forecast,trading_mix_prior_year,structuring_mix_actual,structuring_mix_budget,structuring_mix_forecast,structuring_mix_prior_year,syndication_mix_actual,syndication_mix_budget,syndication_mix_forecast,syndication_mix_prior_year,revenue_vs_budget,revenue_vs_forecast,revenue_vs_prior_year,operating_expense_vs_budget,operating_expense_vs_forecast,operating_expense_vs_prior_year,credit_provision_vs_budget,credit_provision_vs_forecast,credit_provision_vs_prior_year,adjusted_profit_vs_budget,adjusted_profit_vs_forecast,adjusted_profit_vs_prior_year,revenue_mom,revenue_yoy,t12m_revenue,forecast_accuracy
Capital Markets,2026-02-28,7.861,7.644,7.7379999999999995,7.2940000000000005,3.36,3.339,3.338,3.145,0.0,0.0,0.0,0.0,4.5009999999999994,4.305,4.3999999999999995,4.149000000000001,0.42742653606411396,0.4368131868131868,0.43137761695528565,0.4311763092953112,0.5725734639358859,0.5631868131868132,0.5686223830447144,0.5688236907046889,,,,,,,,,0.2741381503625493,0.271585557299843,0.27268027914189713,0.2709075952837949,0.31573591146164615,0.315149136577708,0.3180408374256914,0.3175212503427474,0.24004579570029258,0.2412349555206698,0.2372706125613854,0.23951192761173568,0.09210024169952932,0.09406070120355835,0.09382269320237788,0.09391280504524267,0.0779799007759827,0.07796964939822082,0.07818557766864823,0.07814642171647929,0.02838827838827834,0.015895580253295453,0.07773512476007667,0.0062893081761006015,0.006590772917914859,0.06836248012718596,,,,0.045528455284552787,0.022954545454545453,0.08483972041455735,-0.05266329235960476,0.07773512476007667,86.694,0.9841044197467046
Capital Markets,2026-03-31,7.442,7.259,7.311,6.82,3.223,3.172,3.21,2.991,0.0,0.0,0.0,0.0,4.219,4.087,4.101,3.829,0.4330825047030368,0.4369747899159664,0.43906442347148134,0.4385630498533724,0.5669174952969632,0.5630252100840335,0.5609355765285187,0.5614369501466275,,,,,,,,,0.27465735017468423,0.27248932359829175,0.2701408836000547,0.2709677419354839,0.3152378392905133,0.31519493043118885,0.31897141293940634,0.31788856304985336,0.23985487772104272,0.24231987877118058,0.24059636164683354,0.24002932551319647,0.09325450147809727,0.09271249483399918,0.09314731226918344,0.09340175953079179,0.07699543133566245,0.07728337236533958,0.07714402954452194,0.07771260997067449,0.02521008403361342,0.01791820544385176,0.0912023460410557,0.016078184110970905,0.004049844236760094,0.0775660314276161,,,,0.03229752874969429,0.028773469885393886,0.10185427004439804,-0.053301106729423675,0.0912023460410557,94.136,0.9820817945561482
Capital Markets,2026-04-30,7.279,7.094,7.178,6.644,3.155,3.076,3.113,2.861,0.0,0.0,0.0,0.0,4.1240000000000006,4.018000000000001,4.0649999999999995,3.783,0.4334386591564775,0.43360586411051594,0.4336862635831708,0.43061408789885613,0.5665613408435225,0.5663941358894842,0.5663137364168291,0.5693859121011439,,,,,,,,,0.2724275312542932,0.2730476458979419,0.2716634159933129,0.27016857314870557,0.3176260475340019,0.31547786862137017,0.3180551685706325,0.32013847080072244,0.239868113751889,0.240202988440936,0.23989969350794094,0.2388621312462372,0.09300728121994781,0.09388215393290104,0.09334076344385624,0.0930162552679109,0.07707102623986813,0.07738934310685086,0.07704095848425746,0.07781456953642384,0.026078376092472457,0.014070771802730564,0.09557495484647799,0.025682704811443347,0.01349180854481202,0.10276127228241859,,,,0.026381284221005438,0.014514145141451674,0.09014010044937897,-0.02190271432410651,0.09557495484647799,93.10100000000001,0.9859292281972695
Capital Markets,2026-05-31,7.414,7.29,7.3629999999999995,6.85,3.202,3.178,3.172,2.953,0.0,0.0,0.0,0.0,4.212,4.112,4.190999999999999,3.897,0.43188562179660106,0.43593964334705076,0.4308026619584409,0.4310948905109489,0.5681143782033989,0.5640603566529493,0.569197338041559,0.568905109489051,,,,,,,,,0.27475047207984893,0.2698216735253772,0.271492598125764,0.27270072992700733,0.31278661990828166,0.31989026063100134,0.31902757028385176,0.31547445255474454,0.24116536282708392,0.2393689986282579,0.23808230340893657,0.24014598540145987,0.09306717021850552,0.09314128943758573,0.0934401738421839,0.09343065693430658,0.07823037496628,0.07777777777777777,0.07795735433926389,0.07824817518248176,0.017009602194787334,0.006926524514464235,0.08233576642335767,0.007551919446192581,0.00945775535939464,0.08432102946156456,,,,0.024319066147859836,0.005010737294202052,0.08083140877598151,0.018546503640609835,0.08233576642335767,92.35999999999999,0.9930734754855358
Capital Markets,2026-06-30,11.254999999999999,9.485,9.485,6.888,3.968,3.674,3.674,3.677,0.0,0.0,0.0,0.0,7.286999999999999,5.811,5.811,3.211,0.3525544202576633,0.38734844491302056,0.38734844491302056,0.5338269454123112,0.6474455797423367,0.6126515550869794,0.6126515550869794,0.4661730545876887,,,,,,,,,0.26912483340737453,0.272008434370058,0.272008434370058,0.2720673635307782,0.31968014215904045,0.3173431734317343,0.3173431734317343,0.3173635307781649,0.2398045313194136,0.23964153927253562,0.23964153927253562,0.23969221835075494,0.09329187027987562,0.09330521876647338,0.09330521876647338,0.09320557491289198,0.07809862283429587,0.07770163415919874,0.07770163415919874,0.07767131242740999,0.18661043753294673,0.18661043753294673,0.6340011614401857,0.08002177463255308,0.08002177463255308,0.07914060375305954,,,,0.25400103252452233,0.25400103252452233,1.2693864839613824,0.5180739142163473,0.6340011614401857,95.901,0.8133895624670533
Commercial Banking,2025-04-30,10.629000000000001,10.471,10.657,9.908000000000001,3.881,3.766,3.891,3.623,0.0,0.0,0.0,0.0,6.748000000000001,6.705,6.766,6.285000000000001,0.36513312635243195,0.3596600133702607,0.36511213287041383,0.3656641098102543,0.634866873647568,0.6403399866297392,0.6348878671295862,0.6343358901897457,1.0971556293775369,1.1087012912636731,1.1017851304170054,1.1113997204912023,,,,,,,,,,,,,,,,,,,,,,,,,0.015089294241237823,-0.002627381064089208,0.07276947920872022,0.03053637812002118,-0.002570033410434395,0.07121170300855632,,,,0.006413124533930057,-0.0026603606266625635,0.07366746221161495,,0.07276947920872022,10.629000000000001,0.9973726189359108
Commercial Banking,2025-05-31,10.76,10.718,10.772,10.091000000000001,3.91,3.817,3.95,3.667,0.0,0.0,0.0,0.0,6.85,6.901,6.822,6.424000000000001,0.3633828996282528,0.35612987497667475,0.36669142220571854,0.36339312258448114,0.6366171003717472,0.6438701250233252,0.6333085777942815,0.6366068774155188,1.1170633443224431,1.1204641466104113,1.1054709164291725,1.115635712631799,,,,,,,,,,,,,,,,,,,,,,,,,0.003918641537600282,-0.0011139992573338706,0.06629670002972933,0.02436468430704741,-0.010126582278481022,0.06626670302699764,,,,-0.007390233299521831,0.004104368220463146,0.06631382316313797,0.012324771850597216,0.06629670002972933,21.389000000000003,0.9988860007426661
Commercial Banking,2025-06-30,10.864999999999998,10.828,10.879999999999999,10.195,3.968,3.847,3.991,3.774,0.0,0.0,0.0,0.0,6.8969999999999985,6.981,6.888999999999999,6.421,0.36520938794293606,0.35528260066494277,0.3668198529411765,0.37018146150073566,0.6347906120570639,0.6447173993350572,0.6331801470588235,0.6298185384992644,1.133750963737212,1.1148293928737694,1.1139026139232422,1.0992362105807745,,,,,,,,,,,,,,,,,,,,,,,,,0.003417066863686649,-0.0013786764705882876,0.06571848945561531,0.03145308032232909,-0.005762966675018825,0.051404345521992564,,,,-0.012032660077353017,0.0011612715923935433,0.07413175517832085,0.00975836431226762,0.06571848945561531,32.254,0.9986213235294117
Commercial Banking,2025-07-31,10.896,10.854,10.891,10.264,3.978,3.852,3.99,3.76,0.0,0.0,0.0,0.0,6.918000000000001,7.001999999999999,6.901,6.504,0.3650881057268722,0.3548922056384743,0.3663575429253512,0.36632891660171474,0.6349118942731278,0.6451077943615257,0.6336424570746487,0.6336710833982853,1.1161631050788023,1.1213805682806763,1.1249099410076793,1.1106139016008048,,,,,,,,,,,,,,,,,,,,,,,,,0.0038695411829741655,0.00045909466532006077,0.061574434918160705,0.03271028037383186,-0.0030075187969924836,0.05797872340425543,,,,-0.011996572407883157,0.002463411099840782,0.06365313653136555,0.0028531983433044417,0.061574434918160705,43.15,0.99954090533468
Commercial Banking,2025-08-31,10.849,10.783999999999999,10.812,10.224499999999999,3.971,3.834,3.97,3.755,0.0,0.0,0.0,0.0,6.878,6.949999999999999,6.841999999999999,6.469499999999999,0.3660245183887916,0.35552670623145405,0.3671846096929338,0.3672551224998778,0.6339754816112084,0.644473293768546,0.6328153903070661,0.6327448775001222,1.124209344297267,1.1317635739375127,1.1255870136917683,1.1474544265191393,,,,,,,,,,,,,,,,,,,,,,,,,0.006027448071216736,0.00342212356640777,0.061078781358501755,0.03573291601460616,0.0002518891687657153,0.05752330226364852,,,,-0.01035971223021571,0.005261619409529578,0.06314243759177696,-0.004313509544787153,0.061078781358501755,53.999,0.9965778764335922
Commercial Banking,2025-09-30,10.748999999999999,10.67,10.751000000000001,10.122499999999999,3.972,3.804,3.864,3.711,0.0,0.0,0.0,0.0,6.776999999999999,6.866,6.887000000000001,6.411499999999998,0.3695227463019816,0.3565135895032802,0.35940842712305826,0.36660903926895533,0.6304772536980184,0.6434864104967197,0.6405915728769417,0.6333909607310446,1.1284666531916177,1.1045322565290514,1.1143131654973175,1.1251722284307761,,,,,,,,,,,,,,,,,,,,,,,,,0.007403936269915544,-0.00018602920658566125,0.06189182514201039,0.044164037854889635,0.027950310559006236,0.07033144704931289,,,,-0.012962423536265718,-0.015972121388122852,0.05700694065351336,-0.009217439395336147,0.06189182514201039,64.748,0.9998139707934144
Commercial Banking,2025-10-31,10.665000000000001,10.5015,10.611,10.021,3.933,3.772,3.873,3.688,0.0,0.0,0.0,0.0,6.732000000000001,6.7295,6.738,6.333,0.3687763713080168,0.35918678284054656,0.36499858637263216,0.36802714299970063,0.6312236286919831,0.6408132171594534,0.6350014136273678,0.6319728570002994,1.1313792727164507,1.1049872575252166,1.1159728514296143,1.1147301701977521,,,,,,,,,,,,,,,,,,,,,,,,,0.015569204399371601,0.0050890585241730535,0.06426504340884144,0.0426829268292683,0.015491866769945677,0.06643167028199556,,,,0.0003714986254552759,-0.0008904719501334727,0.06300331596399825,-0.007814680435389132,0.06426504340884144,75.413,0.9949109414758269
Commercial Banking,2025-11-30,10.6425,10.423,10.562,9.901,3.894,3.7645,3.863,3.607,0.0,0.0,0.0,0.0,6.7485,6.6585,6.699,6.294,0.36589147286821705,0.3611724071764367,0.3657451240295399,0.36430663569336436,0.6341085271317829,0.6388275928235633,0.6342548759704602,0.6356933643066357,1.1070395282470993,1.1220863952620521,1.1462323133947505,1.1071241991421616,,,,,,,,,,,,,,,,,,,,,,,,,0.021059196008826636,0.007621662563908416,0.07489142510857492,0.03440031876743264,0.008024851151954476,0.0795675076240643,,,,0.013516557783284502,0.00738916256157637,0.0722116301239276,-0.0021097046413502962,0.07489142510857492,86.0555,0.9923783374360916
Commercial Banking,2025-12-31,10.657,10.429,10.509,9.943999999999999,3.89,3.757,3.831,3.615,0.0,0.0,0.0,0.0,6.7669999999999995,6.672000000000001,6.678000000000001,6.328999999999999,0.36501829783241063,0.3602454693642727,0.36454467599200685,0.3635358004827032,0.6349817021675893,0.6397545306357273,0.6354553240079932,0.6364641995172968,1.1172619474336813,1.1235908464666151,1.1236961805474253,1.1159143672191416,,,,,,,,,,,,,,,,,,,,,,,,,0.02186211525553742,0.014083166809401436,0.07170152855993574,0.035400585573595954,0.015400678673975507,0.07607192254495156,,,,0.01423860911270966,0.013327343516022555,0.06920524569442262,0.0013624618275780431,0.07170152855993574,96.7125,0.9859168331905985
Commercial Banking,2026-01-31,10.786,10.516,10.562999999999999,9.987,3.966,3.787,3.87,3.625,0.0,0.0,0.0,0.0,6.819999999999999,6.729,6.692999999999999,6.362,0.367698868904135,0.3601179155572461,0.3663731894348197,0.3629718634224492,0.6323011310958649,0.639882084442754,0.6336268105651803,0.6370281365775509,1.1323711794745204,1.1091063649624413,1.105124461567362,1.105921289442466,,,,,,,,,,,,,,,,,,,,,,,,,0.025675161658425216,0.02111142667802715,0.08000400520676874,0.04726696593609725,0.024806201550387617,0.09406896551724143,,,,0.013523554762966163,0.01897504855819523,0.07198994027035513,0.012104719902411576,0.08000400520676874,107.4985,0.9788885733219729
Commercial Banking,2026-02-28,10.962,10.623,10.684000000000001,10.11,3.99,3.839,3.906,3.729,0.0,0.0,0.0,0.0,6.9719999999999995,6.783999999999999,6.7780000000000005,6.380999999999999,0.36398467432950193,0.3613856725971948,0.36559341070760015,0.36884272997032647,0.636015325670498,0.6386143274028052,0.6344065892923998,0.6311572700296736,1.1006230165670903,1.1362490988638636,1.1132520406346076,1.1179952182175878,,,,,,,,,,,,,,,,,,,,,,,,,0.031911889296808854,0.026020217147135778,0.08427299703264099,0.03933315967699928,0.02150537634408604,0.06999195494770719,,,,0.02771226415094349,0.028622012393036154,0.09261871180065824,0.01631744854440953,0.08427299703264099,118.4605,0.9739797828528642
Commercial Banking,2026-03-31,11.075,10.786000000000001,10.901,10.218,4.029,3.904,4.008,3.699,0.0,0.0,0.0,0.0,7.045999999999999,6.8820000000000014,6.893,6.519,0.36379232505643344,0.3619506768032634,0.367672690578846,0.36200822078684675,0.6362076749435666,0.6380493231967366,0.632327309421154,0.6379917792131533,1.12347563110814,1.1071384320613125,1.1155891396995923,1.1188430565619831,,,,,,,,,,,,,,,,,,,,,,,,,0.026793992212126635,0.015961838363452847,0.08387159913877465,0.03201844262295082,0.0052395209580838095,0.08921330089213303,,,,0.023830281894797717,0.022196431162048395,0.08084061972695188,0.010308337894544772,0.08387159913877465,129.5355,0.9840381616365471
Commercial Banking,2026-04-30,11.35,11.187000000000001,11.216999999999999,10.477,4.089,3.97,4.066,3.796,0.0,0.0,0.0,0.0,7.260999999999999,7.2170000000000005,7.150999999999999,6.681000000000001,0.3602643171806168,0.35487619558416017,0.36248551306053317,0.3623174572873914,0.6397356828193832,0.6451238044158398,0.6375144869394669,0.6376825427126086,1.133609123849653,1.148080423656932,1.138527945300727,1.139403381185549,,,,,,,,,,,,,,,,,,,,,,,,,0.014570483597032132,0.01185700276366238,0.08332537940250065,0.029974811083123477,0.005656665027053757,0.07718651211801912,,,,0.006096716087016586,0.01538246399105025,0.0868133512947161,0.02483069977426644,0.08332537940250065,130.2565,0.9881429972363376
Commercial Banking,2026-05-31,11.569,11.543,11.59,10.692,4.174,4.023,4.146,3.786,0.0,0.0,0.0,0.0,7.3950000000000005,7.52,7.444,6.906000000000001,0.3607917711124557,0.3485229143203673,0.3577221742881795,0.35409652076318743,0.6392082288875442,0.6514770856796327,0.6422778257118206,0.6459034792368126,1.1567434601898077,1.1639435517564631,1.1577285333942118,1.16315751017941,,,,,,,,,,,,,,,,,,,,,,,,,0.0022524473707009945,-0.0018119068162207954,0.0820239431350543,0.037534178473775964,0.006753497346840442,0.10248283148441636,,,,-0.016622340425531797,-0.006582482536270753,0.07080799304952214,0.019295154185022145,0.0820239431350543,131.06550000000001,0.9981880931837792
Commercial Banking,2026-06-30,11.801,11.676,11.686,10.815,4.173,4.053,4.176,3.891,0.0,0.0,0.0,0.0,7.628,7.623,7.51,6.9239999999999995,0.3536141004999576,0.3471223021582734,0.35735067602259113,0.35977808599167826,0.6463858995000423,0.6528776978417267,0.6426493239774088,0.6402219140083217,1.1722335627135831,1.1700641506942118,1.2004624163715072,1.182338838308938,,,,,,,,,,,,,,,,,,,,,,,,,0.010705721137375813,0.00984083518740375,0.09116967175219609,0.02960769800148041,-0.0007183908045977284,0.07247494217424827,,,,0.0006559097468188238,0.015712383488681803,0.10167533217793193,0.020053591494511025,0.09116967175219609,132.0015,0.9901591648125962
